2011,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm),,2017,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm),,2018,DateTime (MDT),Discharge (l/min),SC (microSiemens/cm)
,2/15/2011 12:00,60315,144.7,,,2/15/2017 13:00,73907,139,,,2/15/2018 13:00,79854,126
,2/15/2011 12:15,59126,144.1,,,2/15/2017 13:15,73907,139,,,2/15/2018 13:15,79854,127
,2/15/2011 12:30,59126,143.3,,,2/15/2017 13:30,73907,139,,,2/15/2018 13:30,79854,127
,2/15/2011 12:45,59126,142.3,,,2/15/2017 13:45,73907,140,,,2/15/2018 13:45,79854,127
,2/15/2011 13:00,59126,142.3,,,2/15/2017 14:00,73907,140,,,2/15/2018 14:00,79854,126
,2/15/2011 13:15,60315,141.5,,,2/15/2017 14:15,73907,141,,,2/15/2018 14:15,79854,125
,2/15/2011 13:30,60315,141.2,,,2/15/2017 14:30,73907,141,,,2/15/2018 14:30,79854,124
,2/15/2011 13:45,60315,141.6,,,2/15/2017 14:45,73907,141,,,2/15/2018 14:45,79854,124
,2/15/2011 14:00,60315,141.7,,,2/15/2017 15:00,73907,141,,,2/15/2018 15:00,79854,124
,2/15/2011 14:15,60315,141.9,,,2/15/2017 15:15,73907,140,,,2/15/2018 15:15,79854,124
,2/15/2011 14:30,60315,142.2,,,2/15/2017 15:30,73907,139,,,2/15/2018 15:30,79854,124
,2/15/2011 14:45,60315,143.3,,,2/15/2017 15:45,73907,139,,,2/15/2018 15:45,79854,124
,2/15/2011 15:00,60315,144.3,,,2/15/2017 16:00,73907,139,,,2/15/2018 16:00,79854,124
,2/15/2011 15:15,60315,144.2,,,2/15/2017 16:15,73907,140,,,2/15/2018 16:15,79854,125
,2/15/2011 15:30,60315,143.4,,,2/15/2017 16:30,75776,139,,,2/15/2018 16:30,79854,126
,2/15/2011 15:45,60315,142.2,,,2/15/2017 16:45,73907,141,,,2/15/2018 16:45,79854,126
,2/15/2011 16:00,60315,141.7,,,2/15/2017 17:00,75776,142,,,2/15/2018 17:00,79854,125
,2/15/2011 16:15,60315,141.2,,,2/15/2017 17:15,73907,141,,,2/15/2018 17:15,77815,124
,2/15/2011 16:30,60315,141,,,2/15/2017 17:30,73907,140,,,2/15/2018 17:30,77815,124
,2/15/2011 16:45,60315,141.1,,,2/15/2017 17:45,73907,139,,,2/15/2018 17:45,79854,123
,2/15/2011 17:00,60315,141.5,,,2/15/2017 18:00,73907,139,,,2/15/2018 18:00,77815,123
,2/15/2011 17:15,60315,142,,,2/15/2017 18:15,75776,139,,,2/15/2018 18:15,77815,123
,2/15/2011 17:30,61674,143,,,2/15/2017 18:30,75776,138,,,2/15/2018 18:30,77815,124
,2/15/2011 17:45,60315,143.8,,,2/15/2017 18:45,73907,139,,,2/15/2018 18:45,79854,125
,2/15/2011 18:00,60315,144.7,,,2/15/2017 19:00,73907,139,,,2/15/2018 19:00,79854,126
,2/15/2011 18:15,61674,144.3,,,2/15/2017 19:15,75776,140,,,2/15/2018 19:15,77815,127
,2/15/2011 18:30,61674,143.4,,,2/15/2017 19:30,73907,141,,,2/15/2018 19:30,79854,126
,2/15/2011 18:45,61674,143,,,2/15/2017 19:45,75776,141,,,2/15/2018 19:45,79854,125
,2/15/2011 19:00,61674,142.3,,,2/15/2017 20:00,73907,140,,,2/15/2018 20:00,79854,125
,2/15/2011 19:15,61674,141.7,,,2/15/2017 20:15,75776,140,,,2/15/2018 20:15,79854,124
,2/15/2011 19:30,61674,142,,,2/15/2017 20:30,75776,140,,,2/15/2018 20:30,77815,124
,2/15/2011 19:45,61674,142.3,,,2/15/2017 20:45,73907,140,,,2/15/2018 20:45,79854,124
,2/15/2011 20:00,61674,142.8,,,2/15/2017 21:00,75776,139,,,2/15/2018 21:00,77815,124
,2/15/2011 20:15,61674,143.5,,,2/15/2017 21:15,73907,139,,,2/15/2018 21:15,79854,125
,2/15/2011 20:30,61674,144.2,,,2/15/2017 21:30,75776,139,,,2/15/2018 21:30,79854,125
,2/15/2011 20:45,61674,145.2,,,2/15/2017 21:45,75776,140,,,2/15/2018 21:45,79854,126
,2/15/2011 21:00,61674,146.1,,,2/15/2017 22:00,75776,140,,,2/15/2018 22:00,79854,127
,2/15/2011 21:15,61674,146.1,,,2/15/2017 22:15,73907,141,,,2/15/2018 22:15,79854,128
,2/15/2011 21:30,61674,144.9,,,2/15/2017 22:30,75776,141,,,2/15/2018 22:30,79854,127
,2/15/2011 21:45,61674,144.1,,,2/15/2017 22:45,73907,141,,,2/15/2018 22:45,79854,126
,2/15/2011 22:00,61674,143.8,,,2/15/2017 23:00,75776,141,,,2/15/2018 23:00,79854,125
,2/15/2011 22:15,60315,143.6,,,2/15/2017 23:15,75776,141,,,2/15/2018 23:15,77815,124
,2/15/2011 22:30,60315,143.3,,,2/15/2017 23:30,75776,141,,,2/15/2018 23:30,79854,124
,2/15/2011 22:45,61674,143.1,,,2/15/2017 23:45,73907,140,,,2/15/2018 23:45,79854,125
,2/15/2011 23:00,60315,143.6,,,2/16/2017 0:00,75776,140,,,2/16/2018 0:00,77815,125
,2/15/2011 23:15,60315,143.8,,,2/16/2017 0:15,73907,140,,,2/16/2018 0:15,77815,125
,2/15/2011 23:30,60315,144.6,,,2/16/2017 0:30,75776,140,,,2/16/2018 0:30,77815,126
,2/15/2011 23:45,60315,145.9,,,2/16/2017 0:45,75776,140,,,2/16/2018 0:45,77815,126
,2/16/2011 0:00,60315,147.5,,,2/16/2017 1:00,73907,140,,,2/16/2018 1:00,77815,128
,2/16/2011 0:15,60315,147.5,,,2/16/2017 1:15,73907,141,,,2/16/2018 1:15,79854,128
,2/16/2011 0:30,60315,146.2,,,2/16/2017 1:30,75776,141,,,2/16/2018 1:30,79854,127
,2/16/2011 0:45,61674,145.4,,,2/16/2017 1:45,75776,142,,,2/16/2018 1:45,79854,126
,2/16/2011 1:00,60315,144.8,,,2/16/2017 2:00,75776,142,,,2/16/2018 2:00,79854,125
,2/16/2011 1:15,60315,144.2,,,2/16/2017 2:15,73907,142,,,2/16/2018 2:15,77815,124
,2/16/2011 1:30,60315,143.9,,,2/16/2017 2:30,75776,142,,,2/16/2018 2:30,77815,124
,2/16/2011 1:45,60315,143.9,,,2/16/2017 2:45,73907,142,,,2/16/2018 2:45,77815,124
,2/16/2011 2:00,60315,144.3,,,2/16/2017 3:00,73907,141,,,2/16/2018 3:00,79854,124
,2/16/2011 2:15,60315,145.3,,,2/16/2017 3:15,73907,141,,,2/16/2018 3:15,79854,125
,2/16/2011 2:30,60315,146.7,,,2/16/2017 3:30,73907,140,,,2/16/2018 3:30,79854,125
,2/16/2011 2:45,61674,147.9,,,2/16/2017 3:45,75776,140,,,2/16/2018 3:45,79854,125
,2/16/2011 3:00,60315,147.6,,,2/16/2017 4:00,75776,140,,,2/16/2018 4:00,79854,126
,2/16/2011 3:15,60315,146.4,,,2/16/2017 4:15,73907,141,,,2/16/2018 4:15,79854,127
,2/16/2011 3:30,60315,145.4,,,2/16/2017 4:30,75776,141,,,2/16/2018 4:30,79854,127
,2/16/2011 3:45,61674,144.8,,,2/16/2017 4:45,73907,142,,,2/16/2018 4:45,79854,126
,2/16/2011 4:00,60315,144.5,,,2/16/2017 5:00,73907,143,,,2/16/2018 5:00,79854,125
,2/16/2011 4:15,60315,144.2,,,2/16/2017 5:15,73907,142,,,2/16/2018 5:15,79854,124
,2/16/2011 4:30,61674,144.6,,,2/16/2017 5:30,73907,142,,,2/16/2018 5:30,79854,124
,2/16/2011 4:45,61674,144.8,,,2/16/2017 5:45,73907,142,,,2/16/2018 5:45,79854,124
,2/16/2011 5:00,60315,145.1,,,2/16/2017 6:00,73907,141,,,2/16/2018 6:00,81722,124
,2/16/2011 5:15,60315,145.5,,,2/16/2017 6:15,73907,141,,,2/16/2018 6:15,79854,124
,2/16/2011 5:30,61674,146.3,,,2/16/2017 6:30,73907,141,,,2/16/2018 6:30,79854,125
,2/16/2011 5:45,60315,147,,,2/16/2017 6:45,73907,141,,,2/16/2018 6:45,79854,126
,2/16/2011 6:00,60315,147.5,,,2/16/2017 7:00,73907,141,,,2/16/2018 7:00,79854,127
,2/16/2011 6:15,60315,148.1,,,2/16/2017 7:15,73907,142,,,2/16/2018 7:15,79854,127
,2/16/2011 6:30,60315,147,,,2/16/2017 7:30,75776,142,,,2/16/2018 7:30,79854,127
,2/16/2011 6:45,60315,146.7,,,2/16/2017 7:45,73907,143,,,2/16/2018 7:45,79854,126
,2/16/2011 7:00,61674,145.6,,,2/16/2017 8:00,73907,142,,,2/16/2018 8:00,79854,125
,2/16/2011 7:15,60315,145.2,,,2/16/2017 8:15,73907,142,,,2/16/2018 8:15,79854,124
,2/16/2011 7:30,61674,145,,,2/16/2017 8:30,73907,142,,,2/16/2018 8:30,79854,124
,2/16/2011 7:45,60315,145,,,2/16/2017 8:45,73907,141,,,2/16/2018 8:45,79854,124
,2/16/2011 8:00,60315,144.9,,,2/16/2017 9:00,73907,141,,,2/16/2018 9:00,79854,124
,2/16/2011 8:15,60315,145.1,,,2/16/2017 9:15,73907,141,,,2/16/2018 9:15,79854,125
,2/16/2011 8:30,60315,145.8,,,2/16/2017 9:30,73907,141,,,2/16/2018 9:30,79854,126
,2/16/2011 8:45,61674,146.2,,,2/16/2017 9:45,73907,141,,,2/16/2018 9:45,79854,127
,2/16/2011 9:00,60315,147,,,2/16/2017 10:00,73907,142,,,2/16/2018 10:00,79854,126
,2/16/2011 9:15,60315,147,,,2/16/2017 10:15,73907,142,,,2/16/2018 10:15,81722,125
,2/16/2011 9:30,60315,146.8,,,2/16/2017 10:30,73907,142,,,2/16/2018 10:30,79854,124
,2/16/2011 9:45,60315,145.3,,,2/16/2017 10:45,75776,142,,,2/16/2018 10:45,79854,123
,2/16/2011 10:00,60315,144.8,,,2/16/2017 11:00,73907,142,,,2/16/2018 11:00,79854,123
,2/16/2011 10:15,60315,144.3,,,2/16/2017 11:15,73907,142,,,2/16/2018 11:15,79854,123
,2/16/2011 10:30,60315,143.9,,,2/16/2017 11:30,73907,142,,,2/16/2018 11:30,79854,123
,2/16/2011 10:45,60315,144,,,2/16/2017 11:45,73907,141,,,2/16/2018 11:45,79854,123
,2/16/2011 11:00,60315,144.5,,,2/16/2017 12:00,73907,142,,,2/16/2018 12:00,79854,124
,2/16/2011 11:15,60315,144.8,,,2/16/2017 12:15,72038,143,,,2/16/2018 12:15,81722,125
,2/16/2011 11:30,60315,144.8,,,2/16/2017 12:30,73907,144,,,2/16/2018 12:30,81722,125
,2/16/2011 11:45,60315,145.1,,,2/16/2017 12:45,72038,144,,,2/16/2018 12:45,81722,125
,2/16/2011 12:00,60315,145.8,,,2/16/2017 13:00,72038,145,,,2/16/2018 13:00,81722,124
,2/16/2011 12:15,60315,146,,,2/16/2017 13:15,72038,141,,,2/16/2018 13:15,81722,124
,2/16/2011 12:30,60315,145.3,,,2/16/2017 13:30,72038,141,,,2/16/2018 13:30,79854,123
,2/16/2011 12:45,60315,144.9,,,2/16/2017 13:45,72038,145,,,2/16/2018 13:45,81722,122
,2/16/2011 13:00,59126,144,,,2/16/2017 14:00,73907,141,,,2/16/2018 14:00,81722,122
,2/16/2011 13:15,60315,143.6,,,2/16/2017 14:15,73907,144,,,2/16/2018 14:15,79854,122
,2/16/2011 13:30,59126,143.4,,,2/16/2017 14:30,73907,143,,,2/16/2018 14:30,79854,122
,2/16/2011 13:45,60315,143.6,,,2/16/2017 14:45,73907,140,,,2/16/2018 14:45,79854,123
,2/16/2011 14:00,60315,143.7,,,2/16/2017 15:00,73907,140,,,2/16/2018 15:00,79854,124
,2/16/2011 14:15,60315,144.4,,,2/16/2017 15:15,73907,141,,,2/16/2018 15:15,79854,125
,2/16/2011 14:30,60315,144.1,,,2/16/2017 15:30,72038,140,,,2/16/2018 15:30,79854,126
,2/16/2011 14:45,60315,144.6,,,2/16/2017 15:45,73907,141,,,2/16/2018 15:45,79854,126
,2/16/2011 15:00,60315,145.3,,,2/16/2017 16:00,72038,141,,,2/16/2018 16:00,79854,125
,2/16/2011 15:15,59126,145.8,,,2/16/2017 16:15,73907,141,,,2/16/2018 16:15,79854,124
,2/16/2011 15:30,60315,146.2,,,2/16/2017 16:30,73907,141,,,2/16/2018 16:30,79854,123
,2/16/2011 15:45,60315,145,,,2/16/2017 16:45,73907,141,,,2/16/2018 16:45,79854,122
,2/16/2011 16:00,60315,144.5,,,2/16/2017 17:00,73907,140,,,2/16/2018 17:00,79854,122
,2/16/2011 16:15,60315,143.7,,,2/16/2017 17:15,73907,140,,,2/16/2018 17:15,79854,122
,2/16/2011 16:30,60315,143.8,,,2/16/2017 17:30,73907,140,,,2/16/2018 17:30,79854,122
,2/16/2011 16:45,60315,143.2,,,2/16/2017 17:45,73907,140,,,2/16/2018 17:45,81722,123
,2/16/2011 17:00,60315,142.9,,,2/16/2017 18:00,73907,139,,,2/16/2018 18:00,79854,124
,2/16/2011 17:15,60315,143.2,,,2/16/2017 18:15,73907,140,,,2/16/2018 18:15,79854,124
,2/16/2011 17:30,61674,144.5,,,2/16/2017 18:30,73907,140,,,2/16/2018 18:30,79854,124
,2/16/2011 17:45,61674,145,,,2/16/2017 18:45,73907,140,,,2/16/2018 18:45,79854,125
,2/16/2011 18:00,61674,146.1,,,2/16/2017 19:00,75776,141,,,2/16/2018 19:00,81722,125
,2/16/2011 18:15,61674,146.3,,,2/16/2017 19:15,75776,141,,,2/16/2018 19:15,81722,125
,2/16/2011 18:30,62863,145.3,,,2/16/2017 19:30,75776,142,,,2/16/2018 19:30,81722,124
,2/16/2011 18:45,61674,144.5,,,2/16/2017 19:45,75776,142,,,2/16/2018 19:45,81722,124
,2/16/2011 19:00,61674,143.6,,,2/16/2017 20:00,75776,141,,,2/16/2018 20:00,81722,123
,2/16/2011 19:15,61674,143.4,,,2/16/2017 20:15,75776,141,,,2/16/2018 20:15,83761,123
,2/16/2011 19:30,62863,143.2,,,2/16/2017 20:30,75776,141,,,2/16/2018 20:30,83761,123
,2/16/2011 19:45,62863,143.5,,,2/16/2017 20:45,75776,141,,,2/16/2018 20:45,83761,123
,2/16/2011 20:00,62863,143.5,,,2/16/2017 21:00,75776,141,,,2/16/2018 21:00,83761,124
,2/16/2011 20:15,62863,144.3,,,2/16/2017 21:15,75776,140,,,2/16/2018 21:15,83761,124
,2/16/2011 20:30,62863,145.4,,,2/16/2017 21:30,75776,140,,,2/16/2018 21:30,83761,125
,2/16/2011 20:45,62863,145.8,,,2/16/2017 21:45,75776,141,,,2/16/2018 21:45,83761,126
,2/16/2011 21:00,62863,145.6,,,2/16/2017 22:00,75776,145,,,2/16/2018 22:00,83761,126
,2/16/2011 21:15,64562,144.6,,,2/16/2017 22:15,75776,147,,,2/16/2018 22:15,83761,126
,2/16/2011 21:30,64562,143.4,,,2/16/2017 22:30,75776,148,,,2/16/2018 22:30,83761,125
,2/16/2011 21:45,64562,142.4,,,2/16/2017 22:45,75776,148,,,2/16/2018 22:45,83761,124
,2/16/2011 22:00,64562,141.5,,,2/16/2017 23:00,75776,147,,,2/16/2018 23:00,83761,124
,2/16/2011 22:15,64562,141.7,,,2/16/2017 23:15,75776,147,,,2/16/2018 23:15,83761,123
,2/16/2011 22:30,64562,142.2,,,2/16/2017 23:30,77815,146,,,2/16/2018 23:30,83761,123
,2/16/2011 22:45,64562,142.4,,,2/16/2017 23:45,75776,146,,,2/16/2018 23:45,83761,123
,2/16/2011 23:00,64562,143.4,,,2/17/2017 0:00,75776,145,,,2/17/2018 0:00,81722,123
,2/16/2011 23:15,64562,144.4,,,2/17/2017 0:15,75776,145,,,2/17/2018 0:15,83761,124
,2/16/2011 23:30,64562,144.7,,,2/17/2017 0:30,75776,145,,,2/17/2018 0:30,83761,125
,2/16/2011 23:45,64562,143.9,,,2/17/2017 0:45,75776,144,,,2/17/2018 0:45,83761,126
,2/17/2011 0:00,64562,143,,,2/17/2017 1:00,75776,145,,,2/17/2018 1:00,81722,127
,2/17/2011 0:15,64562,142.7,,,2/17/2017 1:15,75776,146,,,2/17/2018 1:15,83761,126
,2/17/2011 0:30,64562,141.9,,,2/17/2017 1:30,75776,147,,,2/17/2018 1:30,81722,125
,2/17/2011 0:45,64562,142.1,,,2/17/2017 1:45,75776,147,,,2/17/2018 1:45,83761,125
,2/17/2011 1:00,64562,142.2,,,2/17/2017 2:00,75776,146,,,2/17/2018 2:00,81722,124
,2/17/2011 1:15,64562,142.3,,,2/17/2017 2:15,75776,146,,,2/17/2018 2:15,83761,124
,2/17/2011 1:30,62863,143,,,2/17/2017 2:30,75776,145,,,2/17/2018 2:30,83761,124
,2/17/2011 1:45,62863,143.8,,,2/17/2017 2:45,75776,145,,,2/17/2018 2:45,81722,124
,2/17/2011 2:00,62863,144.2,,,2/17/2017 3:00,75776,145,,,2/17/2018 3:00,81722,124
,2/17/2011 2:15,62863,143.7,,,2/17/2017 3:15,75776,145,,,2/17/2018 3:15,81722,124
,2/17/2011 2:30,62863,143,,,2/17/2017 3:30,73907,144,,,2/17/2018 3:30,81722,125
,2/17/2011 2:45,62863,141.6,,,2/17/2017 3:45,73907,142,,,2/17/2018 3:45,81722,126
,2/17/2011 3:00,62863,140.8,,,2/17/2017 4:00,75776,143,,,2/17/2018 4:00,81722,126
,2/17/2011 3:15,62863,140,,,2/17/2017 4:15,73907,143,,,2/17/2018 4:15,81722,127
,2/17/2011 3:30,62863,139.7,,,2/17/2017 4:30,75776,143,,,2/17/2018 4:30,81722,127
,2/17/2011 3:45,62863,140,,,2/17/2017 4:45,75776,144,,,2/17/2018 4:45,81722,126
,2/17/2011 4:00,61674,140.1,,,2/17/2017 5:00,73907,144,,,2/17/2018 5:00,81722,126
,2/17/2011 4:15,61674,140.6,,,2/17/2017 5:15,73907,146,,,2/17/2018 5:15,81722,125
,2/17/2011 4:30,61674,141.4,,,2/17/2017 5:30,73907,145,,,2/17/2018 5:30,81722,125
,2/17/2011 4:45,61674,142.3,,,2/17/2017 5:45,73907,143,,,2/17/2018 5:45,79854,125
,2/17/2011 5:00,61674,143.2,,,2/17/2017 6:00,73907,143,,,2/17/2018 6:00,79854,125
,2/17/2011 5:15,61674,143.3,,,2/17/2017 6:15,73907,143,,,2/17/2018 6:15,79854,125
,2/17/2011 5:30,61674,143.1,,,2/17/2017 6:30,73907,143,,,2/17/2018 6:30,79854,125
,2/17/2011 5:45,61674,142.3,,,2/17/2017 6:45,73907,143,,,2/17/2018 6:45,79854,125
,2/17/2011 6:00,61674,142.1,,,2/17/2017 7:00,73907,143,,,2/17/2018 7:00,79854,126
,2/17/2011 6:15,60315,141.4,,,2/17/2017 7:15,73907,144,,,2/17/2018 7:15,79854,127
,2/17/2011 6:30,60315,141.2,,,2/17/2017 7:30,73907,144,,,2/17/2018 7:30,79854,127
,2/17/2011 6:45,60315,141.2,,,2/17/2017 7:45,73907,145,,,2/17/2018 7:45,79854,128
,2/17/2011 7:00,60315,140.8,,,2/17/2017 8:00,73907,145,,,2/17/2018 8:00,81722,128
,2/17/2011 7:15,60315,141,,,2/17/2017 8:15,75776,146,,,2/17/2018 8:15,81722,127
,2/17/2011 7:30,60315,141.4,,,2/17/2017 8:30,73907,145,,,2/17/2018 8:30,79854,127
,2/17/2011 7:45,60315,141.6,,,2/17/2017 8:45,73907,145,,,2/17/2018 8:45,79854,126
,2/17/2011 8:00,60315,142,,,2/17/2017 9:00,73907,145,,,2/17/2018 9:00,79854,125
,2/17/2011 8:15,60315,142.5,,,2/17/2017 9:15,73907,144,,,2/17/2018 9:15,81722,125
,2/17/2011 8:30,60315,143.1,,,2/17/2017 9:30,73907,144,,,2/17/2018 9:30,79854,125
,2/17/2011 8:45,60315,142.4,,,2/17/2017 9:45,73907,144,,,2/17/2018 9:45,81722,125
,2/17/2011 9:00,60315,142.3,,,2/17/2017 10:00,75776,144,,,2/17/2018 10:00,81722,126
,2/17/2011 9:15,60315,141.8,,,2/17/2017 10:15,73907,146,,,2/17/2018 10:15,79854,127
,2/17/2011 9:30,60315,142.2,,,2/17/2017 10:30,73907,146,,,2/17/2018 10:30,79854,128
,2/17/2011 9:45,59126,142.3,,,2/17/2017 10:45,75776,150,,,2/17/2018 10:45,81722,128
,2/17/2011 10:00,59126,142.3,,,2/17/2017 11:00,73907,151,,,2/17/2018 11:00,79854,128
,2/17/2011 10:15,59126,142.1,,,2/17/2017 11:15,73907,149,,,2/17/2018 11:15,81722,127
,2/17/2011 10:30,60315,143.4,,,2/17/2017 11:30,72038,146,,,2/17/2018 11:30,79854,126
,2/17/2011 10:45,60315,144.3,,,2/17/2017 11:45,72038,146,,,2/17/2018 11:45,79854,126
,2/17/2011 11:00,61674,145.4,,,2/17/2017 12:00,72038,145,,,2/17/2018 12:00,79854,125
,2/17/2011 11:15,61674,146.4,,,2/17/2017 12:15,72038,146,,,2/17/2018 12:15,79854,125
,2/17/2011 11:30,60315,146.9,,,2/17/2017 12:30,72038,145,,,2/17/2018 12:30,81722,125
,2/17/2011 11:45,61674,146.7,,,2/17/2017 12:45,72038,145,,,2/17/2018 12:45,79854,125
,2/17/2011 12:00,60315,146.1,,,2/17/2017 13:00,73907,144,,,2/17/2018 13:00,79854,125
,2/17/2011 12:15,60315,145.3,,,2/17/2017 13:15,72038,146,,,2/17/2018 13:15,81722,126
,2/17/2011 12:30,59126,144.6,,,2/17/2017 13:30,72038,147,,,2/17/2018 13:30,79854,126
,2/17/2011 12:45,60315,144.3,,,2/17/2017 13:45,73907,147,,,2/17/2018 13:45,79854,127
,2/17/2011 13:00,60315,143.9,,,2/17/2017 14:00,72038,147,,,2/17/2018 14:00,79854,127
,2/17/2011 13:15,59126,144,,,2/17/2017 14:15,72038,146,,,2/17/2018 14:15,79854,126
,2/17/2011 13:30,61674,144.7,,,2/17/2017 14:30,73907,147,,,2/17/2018 14:30,81722,126
,2/17/2011 13:45,61674,145.3,,,2/17/2017 14:45,73907,148,,,2/17/2018 14:45,79854,125
,2/17/2011 14:00,60315,146,,,2/17/2017 15:00,73907,147,,,2/17/2018 15:00,79854,124
,2/17/2011 14:15,60315,146.2,,,2/17/2017 15:15,73907,148,,,2/17/2018 15:15,79854,124
,2/17/2011 14:30,59126,146.5,,,2/17/2017 15:30,73907,148,,,2/17/2018 15:30,79854,124
,2/17/2011 14:45,59126,146.5,,,2/17/2017 15:45,72038,150,,,2/17/2018 15:45,81722,125
,2/17/2011 15:00,59126,145.7,,,2/17/2017 16:00,72038,150,,,2/17/2018 16:00,81722,125
,2/17/2011 15:15,59126,145.6,,,2/17/2017 16:15,73907,149,,,2/17/2018 16:15,81722,126
,2/17/2011 15:30,59126,145.1,,,2/17/2017 16:30,72038,150,,,2/17/2018 16:30,81722,126
,2/17/2011 15:45,60315,144.9,,,2/17/2017 16:45,72038,148,,,2/17/2018 16:45,81722,127
,2/17/2011 16:00,60315,144.3,,,2/17/2017 17:00,72038,153,,,2/17/2018 17:00,81722,127
,2/17/2011 16:15,60315,144.1,,,2/17/2017 17:15,72038,151,,,2/17/2018 17:15,81722,126
,2/17/2011 16:30,60315,143.8,,,2/17/2017 17:30,73907,149,,,2/17/2018 17:30,83761,125
,2/17/2011 16:45,59126,144.6,,,2/17/2017 17:45,72038,151,,,2/17/2018 17:45,81722,124
,2/17/2011 17:00,59126,145.2,,,2/17/2017 18:00,72038,150,,,2/17/2018 18:00,81722,124
,2/17/2011 17:15,59126,145.8,,,2/17/2017 18:15,72038,150,,,2/17/2018 18:15,83761,124
,2/17/2011 17:30,59126,146.8,,,2/17/2017 18:30,72038,147,,,2/17/2018 18:30,83761,124
,2/17/2011 17:45,59126,147.5,,,2/17/2017 18:45,73907,148,,,2/17/2018 18:45,83761,124
,2/17/2011 18:00,57936,147.4,,,2/17/2017 19:00,73907,148,,,2/17/2018 19:00,83761,124
,2/17/2011 18:15,57936,146.8,,,2/17/2017 19:15,73907,148,,,2/17/2018 19:15,81722,125
,2/17/2011 18:30,59126,146.7,,,2/17/2017 19:30,73907,152,,,2/17/2018 19:30,83761,126
,2/17/2011 18:45,57936,146.5,,,2/17/2017 19:45,73907,152,,,2/17/2018 19:45,83761,126
,2/17/2011 19:00,59126,146.4,,,2/17/2017 20:00,73907,151,,,2/17/2018 20:00,83761,125
,2/17/2011 19:15,59126,146.3,,,2/17/2017 20:15,73907,151,,,2/17/2018 20:15,83761,124
,2/17/2011 19:30,59126,146.4,,,2/17/2017 20:30,73907,150,,,2/17/2018 20:30,83761,123
,2/17/2011 19:45,59126,146.8,,,2/17/2017 20:45,73907,149,,,2/17/2018 20:45,83761,123
,2/17/2011 20:00,59126,147.4,,,2/17/2017 21:00,73907,148,,,2/17/2018 21:00,81722,123
,2/17/2011 20:15,59126,148.2,,,2/17/2017 21:15,73907,149,,,2/17/2018 21:15,83761,122
,2/17/2011 20:30,59126,148.5,,,2/17/2017 21:30,73907,150,,,2/17/2018 21:30,83761,122
,2/17/2011 20:45,59126,148.5,,,2/17/2017 21:45,73907,151,,,2/17/2018 21:45,81722,122
,2/17/2011 21:00,59126,148,,,2/17/2017 22:00,73907,150,,,2/17/2018 22:00,81722,122
,2/17/2011 21:15,59126,146.7,,,2/17/2017 22:15,73907,151,,,2/17/2018 22:15,83761,122
,2/17/2011 21:30,59126,146.4,,,2/17/2017 22:30,73907,148,,,2/17/2018 22:30,83761,123
,2/17/2011 21:45,59126,145.8,,,2/17/2017 22:45,73907,149,,,2/17/2018 22:45,83761,123
,2/17/2011 22:00,59126,145.9,,,2/17/2017 23:00,73907,147,,,2/17/2018 23:00,83761,123
,2/17/2011 22:15,59126,146.6,,,2/17/2017 23:15,73907,146,,,2/17/2018 23:15,83761,123
,2/17/2011 22:30,59126,146.9,,,2/17/2017 23:30,73907,146,,,2/17/2018 23:30,83761,123
,2/17/2011 22:45,59126,147.7,,,2/17/2017 23:45,73907,145,,,2/17/2018 23:45,83761,123
,2/17/2011 23:00,57936,148.4,,,2/18/2017 0:00,73907,145,,,2/18/2018 0:00,83761,123
,2/17/2011 23:15,59126,148.6,,,2/18/2017 0:15,73907,144,,,2/18/2018 0:15,83761,122
,2/17/2011 23:30,59126,149,,,2/18/2017 0:30,73907,145,,,2/18/2018 0:30,83761,122
,2/17/2011 23:45,59126,147.9,,,2/18/2017 0:45,73907,145,,,2/18/2018 0:45,83761,123
,2/18/2011 0:00,57936,147.2,,,2/18/2017 1:00,73907,146,,,2/18/2018 1:00,83761,123
,2/18/2011 0:15,59126,146.4,,,2/18/2017 1:15,73907,146,,,2/18/2018 1:15,83761,123
,2/18/2011 0:30,57936,146.4,,,2/18/2017 1:30,73907,146,,,2/18/2018 1:30,85970,123
,2/18/2011 0:45,57936,145.9,,,2/18/2017 1:45,73907,150,,,2/18/2018 1:45,85970,123
,2/18/2011 1:00,59126,145.9,,,2/18/2017 2:00,73907,149,,,2/18/2018 2:00,85970,123
,2/18/2011 1:15,59126,146.6,,,2/18/2017 2:15,73907,146,,,2/18/2018 2:15,88009,123
,2/18/2011 1:30,59126,146.8,,,2/18/2017 2:30,73907,145,,,2/18/2018 2:30,88009,123
,2/18/2011 1:45,59126,147.3,,,2/18/2017 2:45,73907,144,,,2/18/2018 2:45,85970,123
,2/18/2011 2:00,57936,148.1,,,2/18/2017 3:00,73907,144,,,2/18/2018 3:00,85970,123
,2/18/2011 2:15,59126,149.2,,,2/18/2017 3:15,73907,144,,,2/18/2018 3:15,85970,123
,2/18/2011 2:30,59126,149,,,2/18/2017 3:30,75776,144,,,2/18/2018 3:30,85970,123
,2/18/2011 2:45,59126,148.7,,,2/18/2017 3:45,73907,144,,,2/18/2018 3:45,83761,124
,2/18/2011 3:00,59126,148.2,,,2/18/2017 4:00,73907,146,,,2/18/2018 4:00,85970,124
